Jahr;Monat;DatenTyp;Einheit;WA07019010 Kartoffeln, frisch oder gek�hlt;WA07019050 Fr�hkartoffeln, frisch oder gek�hlt, 1.1.030.6.;WA07019090 Kartoffeln and., frisch oder gek�hlt;Kartoffeln combined;WA07092000 Spargel, frisch oder gek�hlt;WA08051020 S��orangen, frisch                      (bis 2016);WA08051022 Navel0Orangen, frisch;WA08051024 Blondorangen, frisch;WA08051028 S��orangen, a.n.g., frisch;WA08051080 Andere Zitrusfr�chte, frisch oder getrocknet;Orangen combined;WA08055010 Zitronen, frisch oder getrocknet;WA08101000 Erdbeeren, frisch;WA07099390 K�rbisse, a.n.g., frisch oder gek�hlt;WA07020000 Tomaten, frisch oder gek�hlt;WA07031019 Speisezwiebeln, frisch oder gek�hlt;WA07061000 Karotten und Speisem�hren, Speiser�ben, frisch;WA07070005 Gurken, frisch oder gek�hlt;WA07070090 Cornichons, frisch oder gek�hlt;WA07081000 Erbsen (Pisum sativum), frisch oder gek�hlt;WA07095930 Steinpilze, frisch oder gek�hlt;WA07097000 Gartenspinat u.a., frisch oder gek�hlt;WA08081080 Andere �pfel, frisch;WA08083090 Birnen, a.n.g., frisch;WA08102010 Himbeeren, frisch
2008;Juni;Ausfuhr: Wert;Tsd. EUR;150;2015;6778;8943;1521;1143;0;0;0;2;1145;903;9461;0;5723;2601;1472;2326;0;1262;15;256;10524;0;453
2008;Juni;Einfuhr: Gewicht;t;220,4;63569,6;36663;100453;3242;51258,3;0;0;0;0,2;51258,5;11932,4;16478,7;0;70421,9;29265;27976,2;48005,4;777,5;259,6;7,9;1349,6;55754,9;0;420,1
2008;Juni;Einfuhr: Wert;Tsd. EUR;84;26517;13263;39864;7443;26715;0;0;0;1;26716;14932;27224;0;83234;12475;12682;34190;612;788;84;513;46025;0;1956
2008;Juli;Ausfuhr: Gewicht;t;544,5;696,4;133288,8;134529,7;294,1;2803,2;0;0;0;0;2803,2;1400,8;1903,5;0;3968,1;4182,4;4114,7;6618,1;1;1752,7;6,5;79,8;6336;0;245,9
2008;Juli;Ausfuhr: Wert;Tsd. EUR;28;155;21424;21607;915;2086;0;0;0;0;2086;1354;4326;0;4752;1823;1585;2583;2;1047;45;101;6589;0;600
2008;Juli;Einfuhr: Gewicht;t;11,4;1,2;95381,9;95394,5;2086,6;14618,6;0;0;0;4;14622,6;12518,6;5110,3;0;76909,4;16909,5;16829,4;43927,3;1749,5;326,9;16,6;567,8;57597,1;0;4171,2
2008;Juli;Einfuhr: Wert;Tsd. EUR;3;1;29152;29156;5682;10779;0;0;0;27;10806;14793;9366;0;91407;7441;9074;26882;1414;759;154;493;55342;0;7166
2008;August;Ausfuhr: Gewicht;t;26573,5;21,4;143981,5;170576,4;120,5;1983;0;0;0;0,1;1983,1;1104,1;724,4;0;3016,2;1415,6;8175,9;3295,7;153,4;446,8;4,4;53,4;5869,3;0;209,2
2008;August;Ausfuhr: Wert;Tsd. EUR;990;8;19580;20578;364;1637;0;0;0;3;1640;1034;1818;0;3049;532;1457;1747;169;418;59;64;6148;0;503
2008;August;Einfuhr: Gewicht;t;8,4;0;32616,9;32625,3;714,6;18053,1;0;0;0;1,3;18054,4;8366,5;1208;0;52160,4;22565,4;9129,3;34319,4;2205,4;193,5;21,9;2885,6;47950,2;0;5042,6
2008;August;Einfuhr: Wert;Tsd. EUR;4;0;8979;8983;1936;11187;0;0;0;11;11198;9501;2859;0;60660;8022;4010;20632;1805;513;241;434;45515;0;7343
2008;September;Ausfuhr: Gewicht;t;0;0;149886,9;149886,9;42,4;2999,1;0;0;0;0,7;2999,8;1217,4;946,1;0;4459,5;3362,8;7233;4967,2;37,1;3513,4;3,6;63,7;4965,2;0;155,2
2008;September;Ausfuhr: Wert;Tsd. EUR;0;0;17734;17734;134;2060;0;0;0;12;2072;1007;2286;0;4953;1020;1293;2133;42;1063;42;75;4149;0;336
2008;September;Einfuhr: Gewicht;t;50,3;0;59692,6;59742,9;407,5;20583;0;0;0;0;20583;9520,3;1543,2;0;52446,6;14319,7;14802;31994,1;657,8;1096,1;38,9;91,5;58905,7;0;4497,4
2008;September;Einfuhr: Wert;Tsd. EUR;11;0;9429;9440;1073;11787;0;0;0;0;11787;9024;3082;0;62616;5197;4693;24799;580;1196;381;92;51742;0;6197
2008;Oktober;Ausfuhr: Gewicht;t;116447,1;0;126906,9;243354;56,6;4521,6;0;0;0;0;4521,6;1064,8;119,3;0;2451,5;3443,3;5308,3;11074,9;0;2923,2;5,6;208;4537,8;0;175
2008;Oktober;Ausfuhr: Wert;Tsd. EUR;4697;0;13945;18642;178;3021;0;0;0;0;3021;1191;401;0;4022;762;1332;4873;0;1221;63;115;2616;0;344
2008;Oktober;Einfuhr: Gewicht;t;181,6;0;11768;11949,6;253,5;25784,2;0;0;0;0,5;25784,7;8611,7;713,1;0;46483,5;16102,1;8708,8;34622,1;244,3;865,5;61;158,9;41189,6;0;2389,5
2008;Oktober;Einfuhr: Wert;Tsd. EUR;31;0;3176;3207;794;13315;0;0;0;3;13318;8269;1844;0;62834;4797;2841;25439;230;1024;789;128;27888;0;3759
2008;November;Ausfuhr: Gewicht;t;76992,4;0;87993,5;164985,9;57,4;3440,9;0;0;0;0;3440,9;837,5;67,7;0;2857,3;6525,5;6317,4;4336,6;1,2;103,9;2,3;82,9;7435,6;0;19,7
2008;November;Ausfuhr: Wert;Tsd. EUR;3163;0;11069;14232;185;2196;0;0;0;0;2196;861;245;0;3935;1741;1404;2330;1;228;24;128;3676;0;121
2008;November;Einfuhr: Gewicht;t;132,1;0;11741,8;11873,9;310,8;38017,3;0;0;0;9,8;38027,1;9605,6;475,9;0;48859,2;16304,5;9971,7;36787,6;130;719,3;83,1;235,3;39702,7;0;291,3
2008;November;Einfuhr: Wert;Tsd. EUR;23;0;3296;3319;853;20761;0;0;0;31;20792;9943;1780;0;72841;4492;3243;28542;110;1129;811;226;26533;0;845
2008;Dezember;Ausfuhr: Gewicht;t;0;0;76863,1;76863,1;104;3988,8;0;0;0;0;3988,8;1148,8;145,6;0;2386,5;5826,7;3483,6;2164,3;13,4;196,5;2;52,8;7367,8;0;16,1
2008;Dezember;Ausfuhr: Wert;Tsd. EUR;0;0;10156;10156;400;2463;0;0;0;0;2463;887;691;0;3591;1064;965;1693;11;449;32;129;4123;0;108
2008;Dezember;Einfuhr: Gewicht;t;152,5;0;12355,5;12508;413,1;62249,1;0;0;0;2,1;62251,2;11064,6;1744;0;49773;14118,5;8501,7;40441,9;550,1;129,7;27,6;488;30996,9;0;550,6
2008;Dezember;Einfuhr: Wert;Tsd. EUR;27;0;4118;4145;1324;33705;0;0;0;1;33706;10235;3753;0;76181;5156;3890;32495;346;576;233;615;20469;0;1337
2009;Januar;Ausfuhr: Gewicht;t;92463,7;856,7;95840,6;189161;20,3;3930;0;0;0;0;3930;899,6;241,2;0;2404,7;10914,9;5299,3;1370,8;0;53,1;1,1;48,5;8529,1;0;15
2009;Januar;Ausfuhr: Wert;Tsd. EUR;4127;101;12401;16629;110;2169;0;0;0;0;2169;689;978;0;3753;1572;1401;2004;0;112;9;103;4390;0;97
2009;Januar;Einfuhr: Gewicht;t;162,6;2318,4;19296,6;21777,6;374,8;89149,7;0;0;0;0;89149,7;15693,1;1252;0;46696,9;11900,1;30893;32669,4;16,3;216,5;8;643,2;66151,7;0;117
2009;Januar;Einfuhr: Wert;Tsd. EUR;30;743;4679;5452;1372;48003;0;0;0;0;48003;12880;4081;0;74012;4798;10661;39002;18;853;152;936;30186;0;731
2009;Februar;Ausfuhr: Gewicht;t;24069,2;653,3;124670;149392,5;34,9;3817,6;0;0;0;0;3817,6;999;203,3;0;2442,2;7200,1;3777;1901,3;0,3;192,2;1,5;57,6;10618,9;0;6
2009;Februar;Ausfuhr: Wert;Tsd. EUR;1378;126;16160;17664;155;2505;0;0;0;0;2505;747;621;0;3392;1294;912;1866;0;136;10;131;5277;0;48
2009;Februar;Einfuhr: Gewicht;t;126,7;19785,4;34660,3;54572,4;286,3;72272,7;0;0;0;0;72272,7;9860,5;3899,9;0;46533,9;12534,4;27898,9;35191,1;15;290;3,5;915,7;45368,3;0;177,4
2009;Februar;Einfuhr: Wert;Tsd. EUR;21;5869;6297;12187;1031;40060;0;0;0;0;40060;8018;9670;0;65546;4993;11612;43438;20;647;54;1022;28091;0;587
2009;M�rz;Ausfuhr: Gewicht;t;2627,9;2298,1;108855,9;113781,9;94,6;4207,8;0;0;0;0;4207,8;1089,9;603;0;2993,4;5865,9;3656,9;1404;0,1;123,7;0,1;34,5;9709,7;0;22,2
2009;M�rz;Ausfuhr: Wert;Tsd. EUR;169;780;13107;14056;331;2633;0;0;0;0;2633;712;1387;0;4022;1391;1673;1456;0;134;1;41;5071;0;141
2009;M�rz;Einfuhr: Gewicht;t;297,8;36760,1;44705,1;81763;1690,8;77020,2;0;0;0;0;77020,2;9651,1;12151;0;52770,3;21831,9;33034,6;41361,9;37,1;219,7;4,8;1163;51125,4;0;192,9
2009;M�rz;Einfuhr: Wert;Tsd. EUR;80;11790;6858;18728;6267;40750;0;0;0;0;40750;6928;22276;0;77354;7926;14931;44188;50;706;55;1192;31501;0;1213
2009;April;Ausfuhr: Gewicht;t;1117,2;5102,1;103730,3;109949,6;975,3;3624,4;0;0;0;0;3624,4;903;1649,9;0;3328,1;6371,1;5054,8;1503,5;0;65,9;0,8;174,1;10876,1;0;59
2009;April;Ausfuhr: Wert;Tsd. EUR;112;1915;14389;16416;2810;2565;0;0;0;0;2565;619;3240;0;5023;1785;1668;1233;0;167;5;135;6445;0;437
2009;April;Einfuhr: Gewicht;t;216,8;37460;47009,1;84685,9;8970,6;48197,1;0;0;0;0;48197,1;12324,4;37053,1;0;66398,6;30952,1;31332,8;48889,7;55,5;375,5;2;1090,4;51990,6;0;596,4
2009;April;Einfuhr: Wert;Tsd. EUR;43;13884;10000;23927;27991;27516;0;0;0;0;27516;8690;64310;0;107120;11510;13607;37271;56;945;25;1136;37061;0;4039
2009;Mai;Ausfuhr: Gewicht;t;2366,2;6515,7;92902,7;101784,6;1136,2;1836,1;0;0;0;0;1836,1;885;1900,8;0;3711,5;6102,3;3223,8;919,9;0;60;0,4;2451,6;11137,7;0;50,6
2009;Mai;Ausfuhr: Wert;Tsd. EUR;241;2123;12220;14584;3377;1253;0;0;0;0;1253;579;4008;0;5539;2079;1567;641;0;133;3;510;7041;0;362
2009;Mai;Einfuhr: Gewicht;t;191;30481,1;40623,6;71295,7;8189,3;38449,3;0;0;0;0;38449,3;10497,5;32753,5;0;69570,9;33286,7;26666,6;49445,5;78,3;235,3;1,4;489,5;68581,1;0;651,7
2009;Mai;Einfuhr: Wert;Tsd. EUR;41;12584;9981;22606;18338;20475;0;0;0;0;20475;7270;57506;0;100994;12526;16151;30655;88;768;15;420;50865;0;4067
2009;Juni;Ausfuhr: Gewicht;t;22,5;4725,2;72092,5;76840,2;268;1737,4;0;0;0;0;1737,4;940,2;4458,2;0;3350,9;4070,9;2677,5;3288,8;2,8;2870,4;0,5;85,8;11953,4;0;54,2
2009;Juni;Ausfuhr: Wert;Tsd. EUR;5;1514;9459;10978;977;1141;0;0;0;0;1141;680;9825;0;3230;2083;1486;1670;3;1372;5;100;7390;0;306
2009;Juni;Einfuhr: Gewicht;t;174,2;49915,2;40719,8;90809,2;2888,6;21678,6;0;0;0;0;21678,6;10218;13537,8;0;65653,9;35016,5;32472,9;44388,8;1571,5;203,3;8,8;252,9;51893,7;0;916,4
2009;Juni;Einfuhr: Wert;Tsd. EUR;36;17435;8683;26154;7463;11891;0;0;0;0;11891;7323;18289;0;73132;13018;15700;26062;1254;539;95;224;37450;0;4544
2009;Juli;Ausfuhr: Gewicht;t;8,7;0;142389,3;142398;89,2;1006,5;0;0;0;0;1006,5;1120,2;3502,6;0;3179,5;2575,3;1639,4;11477,6;80,5;6691,3;1,9;105,7;8911;0;502,3
2009;Juli;Ausfuhr: Wert;Tsd. EUR;1;0;20038;20039;302;656;0;0;0;0;656;905;7923;0;2732;1360;636;4901;75;2859;28;68;5549;0;774
2009;Juli;Einfuhr: Gewicht;t;147,5;0;79192,5;79340;900,4;12175;0;0;0;0;12175;10871,4;4315,3;0;77247,8;17687;11548,8;44894,3;3362,6;448,9;35,9;264,1;46176,9;0;3246,5
2009;Juli;Einfuhr: Wert;Tsd. EUR;37;0;23458;23495;2628;7135;0;0;0;0;7135;7698;4876;0;74533;6968;4663;26307;2784;674;302;251;37247;0;4000
2009;August;Ausfuhr: Gewicht;t;26571,6;0;146593,1;173164,7;22,9;1503,9;0;0;0;0;1503,9;1023,1;684,1;0;2283,5;5115,1;6239,4;12832,3;82,8;900,4;3,8;129;5156;0;271,1
2009;August;Ausfuhr: Wert;Tsd. EUR;960;0;14729;15689;118;1077;0;0;0;0;1077;1010;1742;0;2080;1772;1050;4343;86;553;45;96;3851;0;414
2009;August;Einfuhr: Gewicht;t;113,2;0;20708,6;20821,8;219,6;14795,4;0;0;0;0;14795,4;11337,9;1151,5;0;60491,1;19528,1;10516,2;40626,1;1778,5;2488,9;50,3;128,9;46271,2;0;4661,6
2009;August;Einfuhr: Wert;Tsd. EUR;13;0;4064;4077;628;8496;0;0;0;0;8496;9820;2923;0;60494;5918;3450;28440;1477;1875;366;123;34042;0;4757
2009;September;Ausfuhr: Gewicht;t;50847,9;0;138386,5;189234,4;20,3;2700,8;0;0;0;0;2700,8;1547,7;300,6;0;2618,9;5253,8;7725,3;5553,9;0,5;3977,9;4;189,8;3728,4;0;29
2009;September;Ausfuhr: Wert;Tsd. EUR;1910;0;13352;15262;103;1913;0;0;0;0;1913;1712;853;0;2450;1339;1188;2284;0;1320;46;87;2279;0;170
2009;September;Einfuhr: Gewicht;t;161,2;0;14428,8;14590;256,3;16049,2;0;0;0;0;16049,2;8068,6;561,2;0;54713,4;15793,7;9539,8;36400,8;460,9;389,5;23,8;187,4;45715,5;0;3624,5
2009;September;Einfuhr: Wert;Tsd. EUR;20;0;3408;3428;729;9432;0;0;0;0;9432;8553;1522;0;63552;4491;2599;25315;389;690;315;201;27496;0;3979
2009;Oktober;Ausfuhr: Gewicht;t;49361,4;0;113298,6;162660;29,3;2917,1;0;0;0;0;2917,1;1191,7;226,9;0;2206,9;5995,4;6198,7;1783,5;0;83,7;2;787,2;3539,4;0;50,8
2009;Oktober;Ausfuhr: Wert;Tsd. EUR;1891;0;11639;13530;104;2324;0;0;0;0;2324;1349;653;0;2790;1264;1180;1057;0;188;23;247;1797;0;233
2009;Oktober;Einfuhr: Gewicht;t;174,1;0;12078,4;12252,5;367,8;41590,9;0;0;0;0;41590,9;7479,5;900,5;0;45430,8;13562,4;6596,2;41317;38,4;124,9;57;134,8;61727;0;1330,6
2009;Oktober;Einfuhr: Wert;Tsd. EUR;22;0;2699;2721;1016;27890;0;0;0;0;27890;7932;2682;0;63173;3784;2023;19816;49;484;656;161;23758;0;2788
2009;November;Ausfuhr: Gewicht;t;138,6;0;90323,8;90462,4;30,7;3012,4;0;0;0;0;3012,4;894;95,1;0;2173,1;10559,9;2839,1;1172;0,1;207,9;2,2;30,3;8613;0;8
2009;November;Ausfuhr: Wert;Tsd. EUR;30;0;8910;8940;107;2034;0;0;0;0;2034;855;413;0;2538;1732;970;788;0;148;24;39;3375;0;58
2009;November;Einfuhr: Gewicht;t;162,9;0;16137,3;16300,2;347,4;36959,7;0;0;0;0;36959,7;10066,7;683,3;0;47370,1;10517,4;7417,3;34403,4;28,2;123,3;24,1;221,7;47457,7;0;503,9
2009;November;Einfuhr: Wert;Tsd. EUR;16;0;4327;4343;930;25178;0;0;0;0;25178;10287;2277;0;58927;2925;2570;18672;43;406;254;270;22154;0;1605
2009;Dezember;Ausfuhr: Gewicht;t;117482,6;0;78099,6;195582,2;57,2;4596,9;0;0;0;0;4596,9;1863,3;260,8;0;3284,8;6521,8;2409,8;2288,9;0;54,9;0,3;53,7;6710,2;0;26,9
2009;Dezember;Ausfuhr: Wert;Tsd. EUR;4650;0;9453;14103;213;2936;0;0;0;0;2936;1566;1171;0;3706;1193;631;2155;0;133;4;92;3283;0;173
2009;Dezember;Einfuhr: Gewicht;t;142,8;0;15897,1;16039,9;774,4;76018,5;0;0;0;0;76018,5;12449,4;988,9;0;54091,7;14281,1;14308,8;38464,6;14,9;189,1;7,9;693,7;36571,5;0;344,9
2009;Dezember;Einfuhr: Wert;Tsd. EUR;14;0;4264;4278;2127;46589;0;0;0;0;46589;11529;3210;0;67534;4872;5177;30029;23;603;106;823;23544;0;2189
2010;Januar;Ausfuhr: Gewicht;t;43000,1;791,7;100419,5;144211,3;21;3637,7;0;0;0;0;3637,7;1417,4;424,8;0;2614,5;11546,5;1792,7;1793,5;0;129,3;0,5;71;10610,7;0;27,7
2010;Januar;Ausfuhr: Wert;Tsd. EUR;1948;145;11604;13697;76;2421;0;0;0;0;2421;1262;1285;0;3785;2330;735;2236;0;108;3;122;5399;0;167
2010;Januar;Einfuhr: Gewicht;t;133,7;1756,5;16580,9;18471,1;431,6;87755,1;0;0;0;0;87755,1;10593,7;1503;0;49993,2;13966,9;21638,6;36042,7;24,4;195,7;12,5;664,1;37388,2;0;191,7
2010;Januar;Einfuhr: Wert;Tsd. EUR;13;507;3558;4078;1163;51155;0;0;0;0;51155;10134;3545;0;72724;5941;7752;35199;22;534;165;764;24589;0;1098
2010;Februar;Ausfuhr: Gewicht;t;36642,5;1453,7;88778,4;126874,6;23,7;3432,3;0;0;0;0;3432,3;1505,4;283,6;0;3167,1;9230,2;2196,7;1644;0,1;18,6;0,5;89;9532,3;0;21,5
2010;Februar;Ausfuhr: Wert;Tsd. EUR;2019;242;10262;12523;100;2394;0;0;0;0;2394;1319;640;0;4850;2436;747;2099;0;34;4;150;5031;0;160
2010;Februar;Einfuhr: Gewicht;t;119,5;12453,7;23394;35967,2;307,8;83155;0;0;0;0;83155;9458,2;3500,8;0;47313,6;14648,3;27431;35135,1;88,9;221,3;3,7;926,2;44227,7;0;304,2
2010;Februar;Einfuhr: Wert;Tsd. EUR;13;3837;4232;8082;847;48713;0;0;0;0;48713;8292;7890;0;76039;6441;9573;42867;142;514;53;1019;30659;0;1388
2010;M�rz;Ausfuhr: Gewicht;t;2,6;2082,1;114845,1;116929,8;271,9;3990,6;0;0;0;0;3990,6;1418,8;733,5;0;3402,5;9955,7;2095,3;1493,1;0,1;96,9;0,5;103,1;13097;0;25,3
2010;M�rz;Ausfuhr: Wert;Tsd. EUR;1;672;13785;14458;1137;2777;0;0;0;0;2777;1183;1961;0;5637;3256;1034;1693;0;89;3;173;6935;0;91
2010;M�rz;Einfuhr: Gewicht;t;294;31041,4;39360,4;70695,8;1818,4;84076,2;0;0;0;0;84076,2;9960,2;11662,8;0;51319,9;25736,1;32539,5;40475,2;48;534,1;6,1;1199,6;55969,6;0;249,3
2010;M�rz;Einfuhr: Wert;Tsd. EUR;80;12851;7882;20813;6865;45930;0;0;0;0;45930;8518;25324;0;92762;13019;11468;45927;58;935;92;1270;36598;0;1461
2010;April;Ausfuhr: Gewicht;t;0;2105,8;98592,5;100698,3;1445,5;3077,5;0;0;0;0;3077,5;1028,5;1120,1;0;2844,4;5134,3;1365,2;1120,1;0;36;0,1;61,3;14418,6;0;87,1
2010;April;Ausfuhr: Wert;Tsd. EUR;0;623;12086;12709;4360;2287;0;0;0;0;2287;847;2235;0;4964;2357;664;1061;0;37;1;66;7375;0;488
2010;April;Einfuhr: Gewicht;t;175;28475,2;39404,3;68054,5;8780,3;42586,7;0;0;0;0;42586,7;9416,7;27679;0;61819,1;29113,1;26678,3;49975,1;92,7;230,2;2,6;646,6;51760,3;0;458,1
2010;April;Einfuhr: Wert;Tsd. EUR;30;12504;10293;22827;28325;25350;0;0;0;0;25350;8121;46429;0;106589;14396;10386;40963;111;736;48;730;35912;0;3262
2010;Mai;Ausfuhr: Gewicht;t;1,3;5188,3;70573,2;75762,8;1576,4;2290;0;0;0;0;2290;1201,3;878,6;0;3941;8921,1;2627;801,6;0;68,7;0,7;686,7;11584;0;43,3
2010;Mai;Ausfuhr: Wert;Tsd. EUR;0;2228;10621;12849;5355;1790;0;0;0;0;1790;1104;2162;0;5546;4573;1264;765;0;72;6;177;6959;0;285
2010;Mai;Einfuhr: Gewicht;t;1609,7;35301,9;74686,2;111597,8;9918,9;50652,6;0;0;0;0;50652,6;11653,4;36576,2;0;68888,6;37381,4;30152,6;51796,5;164,6;256,5;8;458,6;56646,6;0;440,9
2010;Mai;Einfuhr: Wert;Tsd. EUR;327;15748;20789;36864;25809;28833;0;0;0;0;28833;10820;72047;0;100667;19834;13104;42493;182;853;136;554;44673;0;3106
2010;Juni;Ausfuhr: Gewicht;t;1504;1943,8;121613,9;125061,7;546,6;1228,9;0;0;0;0;1228,9;1224,5;4636,4;0;2069;6213,3;2052,7;1520,3;20,4;1105,4;0,3;2686,6;8782;0;171,3
2010;Juni;Ausfuhr: Wert;Tsd. EUR;152;939;16213;17304;1814;1047;0;0;0;0;1047;1292;10556;0;2596;3511;1238;746;15;737;7;360;5496;0;881
2010;Juni;Einfuhr: Gewicht;t;1069;36222,2;45147,8;82439;3143,5;19735,9;0;0;0;0;19735,9;13879,2;14608,3;0;75207;38274,5;25788,7;52907,8;724,5;254;3,3;330,6;54204,3;0;944,3
2010;Juni;Einfuhr: Wert;Tsd. EUR;198;14560;13303;28061;7653;13318;0;0;0;0;13318;14122;22576;0;91393;19480;10275;38734;684;739;23;329;45584;0;4932
2010;Juli;Ausfuhr: Gewicht;t;0;0;103370,9;103370,9;69,3;1694,3;0;0;0;0;1694,3;1382,2;2222,2;0;2565,1;4316,9;1628,1;10347,7;29,7;3944,2;17,6;37,2;5545,3;0;639,4
2010;Juli;Ausfuhr: Wert;Tsd. EUR;0;0;19085;19085;279;1694;0;0;0;0;1694;1704;4277;0;3103;2121;870;4495;33;1145;104;45;4777;0;1006
2010;Juli;Einfuhr: Gewicht;t;49,2;0;65923,6;65972,8;574,5;14166,4;0;0;0;0;14166,4;11854,6;4152,9;0;80943;19589,6;16540;52425,5;1008,9;241,4;8,3;353,3;43693,4;0;3298
2010;Juli;Einfuhr: Wert;Tsd. EUR;10;0;21935;21945;1765;9797;0;0;0;0;9797;12255;6038;0;101446;10107;5850;41956;896;747;84;356;37314;0;5711
2010;August;Ausfuhr: Gewicht;t;2635,4;0;145602,2;148237,6;36,7;1861,4;0;0;0;0;1861,4;1179;998;0;2245,6;4350,2;2069,6;5871,5;7,5;788;8,9;398,2;4388;0;108
2010;August;Ausfuhr: Wert;Tsd. EUR;87;0;22664;22751;236;1721;0;0;0;0;1721;1481;2240;0;2606;1994;967;2200;9;569;114;106;4036;0;288
2010;August;Einfuhr: Gewicht;t;27,6;0;31232,7;31260,3;267,8;14408,8;0;0;0;0;14408,8;10034,4;1104,3;0;74453,7;18109,4;9799,7;46381,4;421,9;1970,2;62,1;158,8;49281;0;3622,9
2010;August;Einfuhr: Wert;Tsd. EUR;3;0;8233;8236;939;9743;0;0;0;0;9743;11198;2714;0;94126;8183;3392;36518;325;1834;584;211;42777;0;5102
2010;September;Ausfuhr: Gewicht;t;33173;0;157839;191012;28,1;3137,1;0;0;0;0;3137,1;1858,3;345,7;0;2036;5839,4;1809,7;1620,1;3;93,4;14,7;65,7;3275,3;0;97
2010;September;Ausfuhr: Wert;Tsd. EUR;1116;0;23196;24312;130;2679;0;0;0;0;2679;2397;787;0;2901;1781;833;713;3;57;161;71;2604;0;203
2010;September;Einfuhr: Gewicht;t;52,1;0;16443,9;16496;260,8;16109;0;0;0;0;16109;9182,2;553,2;0;60789,6;16402,1;11981,8;44569,8;297,6;576,8;118,9;253,9;49063,9;0;2534,2
2010;September;Einfuhr: Wert;Tsd. EUR;14;0;4370;4384;861;10391;0;0;0;0;10391;11410;1359;0;82745;6655;3115;32079;221;821;1017;283;38755;0;4242
2010;Oktober;Ausfuhr: Gewicht;t;36499;0;154936,6;191435,6;51,3;3236,8;0;0;0;0;3236,8;1271;145,5;0;2232,4;6547,7;2159,5;3936,7;0,1;72,6;10,3;76,3;4778;0;58,2
2010;Oktober;Ausfuhr: Wert;Tsd. EUR;1225;0;23891;25116;191;2512;0;0;0;0;2512;1457;388;0;3229;2006;933;1521;0;199;142;84;3350;0;166
2010;Oktober;Einfuhr: Gewicht;t;107,7;0;10956,1;11063,8;220,3;15309,8;0;0;0;0;15309,8;8917,6;909,8;0;48427,7;14077,8;8170,8;35724,7;99,7;419,3;125,8;310,5;53734,8;0;908
2010;Oktober;Einfuhr: Wert;Tsd. EUR;57;0;4363;4420;775;9834;0;0;0;0;9834;10686;2285;0;75462;6212;2470;22899;84;740;1076;343;34046;0;2373
2010;November;Ausfuhr: Gewicht;t;57897,1;0;112754,7;170651,8;90,6;4818,7;0;0;0;0;4818,7;1619;77,6;0;1673,9;9202,4;2567;1119,6;0;61,5;6;26;5384,2;0;46
2010;November;Ausfuhr: Wert;Tsd. EUR;1819;0;18507;20326;276;3428;0;0;0;0;3428;1368;228;0;2764;2440;798;1054;0;105;84;33;3590;0;173
2010;November;Einfuhr: Gewicht;t;215,8;0;21730;21945,8;595,3;42549,8;0;0;0;0;42549,8;9477,7;703;0;49441,6;15332,6;8434,6;41872,7;28,3;230,8;70,6;625,7;42217,6;0;436,5
2010;November;Einfuhr: Wert;Tsd. EUR;78;0;4511;4589;1872;26465;0;0;0;0;26465;9347;2427;0;81365;9323;3388;35436;48;655;744;687;30213;0;2495
2010;Dezember;Ausfuhr: Gewicht;t;454,9;0;117172,9;117627,8;118,5;4920;0;0;0;0;4920;1054,2;310;0;2767,2;11054,5;3268,9;1774,5;0;1705,1;0,8;115,8;8720;0;17,2
2010;Dezember;Ausfuhr: Wert;Tsd. EUR;65;0;20104;20169;485;3077;0;0;0;0;3077;902;1566;0;4684;2985;1120;1543;0;441;15;141;5509;0;126
2010;Dezember;Einfuhr: Gewicht;t;114,7;0;23259,2;23373,9;395,4;63549,4;0;0;0;0;63549,4;9967;1038,4;0;43741,6;19166,1;16830,5;35247,3;20,8;422,6;20,5;698;41050,3;0;335,6
2010;Dezember;Einfuhr: Wert;Tsd. EUR;36;0;7432;7468;1356;37000;0;0;0;0;37000;8094;3905;0;72916;10035;6217;30079;30;903;204;807;25581;0;1498
2011;Januar;Ausfuhr: Gewicht;t;52348;4302,5;109592,6;166243,1;48,1;3590,5;0;0;0;0;3590,5;3178,9;198,1;0;2077,6;10221,9;2328,8;1472;5,1;9,8;12,8;142,9;11375,6;0;60,3
2011;Januar;Ausfuhr: Wert;Tsd. EUR;1862;823;22411;25096;190;2151;0;0;0;0;2151;2108;731;0;3435;3078;786;1132;6;39;164;208;6668;0;377
2011;Januar;Einfuhr: Gewicht;t;24,4;1778,3;33844,7;35647,4;695,1;82322,6;0;0;0;0;82322,6;15737,9;1239,7;0;57134,3;15917,6;24155,1;41110;20,9;366,3;115;953,6;48543,1;0;533,8
2011;Januar;Einfuhr: Wert;Tsd. EUR;4;640;8229;8873;2010;47411;0;0;0;0;47411;12187;3572;0;101200;9472;9553;32897;18;863;988;1108;41007;0;3048
2011;Februar;Ausfuhr: Gewicht;t;0;3749,1;121426,8;125175,9;47,7;3660,3;0;0;0;0;3660,3;1306,5;415,9;0;1546,8;9486,1;3687,1;1443,9;0,2;20,9;0,1;104,7;12569,2;0;23,4
2011;Februar;Ausfuhr: Wert;Tsd. EUR;0;864;29935;30799;180;2380;0;0;0;0;2380;947;1197;0;2690;2962;1158;1277;0;54;1;183;8298;0;201
2011;Februar;Einfuhr: Gewicht;t;193,5;13898,1;22369;36460,6;427,8;74118,9;0;0;0;0;74118,9;10781,1;5419,6;0;52539,5;14827;22011,9;44324,5;18,1;384,7;10,5;1009,7;44803,1;0;404,2
