Jahr;Monat;DatenTyp;Einheit;WA07019010 Kartoffeln, frisch oder gek�hlt;WA07019050 Fr�hkartoffeln, frisch oder gek�hlt, 1.1.030.6.;WA07019090 Kartoffeln and., frisch oder gek�hlt;Kartoffeln combined;WA07092000 Spargel, frisch oder gek�hlt;WA08051020 S��orangen, frisch                      (bis 2016);WA08051022 Navel0Orangen, frisch;WA08051024 Blondorangen, frisch;WA08051028 S��orangen, a.n.g., frisch;WA08051080 Andere Zitrusfr�chte, frisch oder getrocknet;Orangen combined;WA08055010 Zitronen, frisch oder getrocknet;WA08101000 Erdbeeren, frisch;WA07099390 K�rbisse, a.n.g., frisch oder gek�hlt;WA07020000 Tomaten, frisch oder gek�hlt;WA07031019 Speisezwiebeln, frisch oder gek�hlt;WA07061000 Karotten und Speisem�hren, Speiser�ben, frisch;WA07070005 Gurken, frisch oder gek�hlt;WA07070090 Cornichons, frisch oder gek�hlt;WA07081000 Erbsen (Pisum sativum), frisch oder gek�hlt;WA07095930 Steinpilze, frisch oder gek�hlt;WA07097000 Gartenspinat u.a., frisch oder gek�hlt;WA08081080 Andere �pfel, frisch;WA08083090 Birnen, a.n.g., frisch;WA08102010 Himbeeren, frisch
2011;Februar;Einfuhr: Wert;Tsd. EUR;90;6624;7254;13968;1200;43048;0;0;0;0;43048;8230;13408;0;90633;9311;9328;38441;31;793;33;1305;38269;0;1912
2011;M�rz;Ausfuhr: Gewicht;t;19358,4;3278,8;142765,4;165402,6;273,5;4690,4;0;0;0;0;4690,4;1884,1;616,8;0;2105,4;7863,4;2506,5;1862,5;0,2;47,3;0,2;74;11018,1;0;17,9
2011;M�rz;Ausfuhr: Wert;Tsd. EUR;1052;979;35493;37524;1211;2998;0;0;0;0;2998;1298;1616;0;3264;2473;978;1433;0;106;2;110;7760;0;156
2011;M�rz;Einfuhr: Gewicht;t;54,9;25491,4;48756,9;74303,2;1625,2;62028,6;0;0;0;0;62028,6;11480,8;14190,4;0;54401,5;22755,9;27790,5;40405,5;68,8;431,9;16,1;748,9;53738,9;0;362
2011;M�rz;Einfuhr: Wert;Tsd. EUR;6;12712;13183;25901;5713;35833;0;0;0;0;35833;8253;30478;0;92633;12806;11038;33004;102;1112;89;1020;45976;0;2200
2011;April;Ausfuhr: Gewicht;t;20,9;1210,1;113003,1;114234,1;1593,4;2448,7;0;0;0;0;2448,7;788,7;1437,8;0;1982,7;7773,7;2090,7;1349,1;0,2;46,4;0,5;757,5;11468,7;0;41,2
2011;April;Ausfuhr: Wert;Tsd. EUR;3;516;26529;27048;5364;1636;0;0;0;0;1636;578;3264;0;3006;2888;874;887;0;98;7;131;8062;0;356
2011;April;Einfuhr: Gewicht;t;430,8;27387,4;40123,2;67941,4;8455,4;44795,8;0;0;0;0;44795,8;10356,7;32546,1;0;73007,1;28330,2;23884;50527,2;110,7;285,4;3,5;1288,8;50111,9;0;651,3
2011;April;Einfuhr: Wert;Tsd. EUR;298;13762;11522;25582;24250;27196;0;0;0;0;27196;7546;63459;0;113770;15169;11476;36058;130;835;60;1093;45104;0;4862
2011;Mai;Ausfuhr: Gewicht;t;0;1878,3;105111,3;106989,6;2118,8;3703,8;0;0;0;0;3703,8;1750,1;1948,8;0;2923,7;4927,7;6096,3;1178,3;0,2;96,1;0,5;893,7;12849,1;0;86
2011;Mai;Ausfuhr: Wert;Tsd. EUR;0;965;21342;22307;5745;2320;0;0;0;0;2320;1208;4222;0;3564;3284;2104;760;0;237;8;149;9484;0;340
2011;Mai;Einfuhr: Gewicht;t;285,5;30872,3;32604,9;63762,7;8149,2;26157;0;0;0;0;26157;11344,7;28761,6;0;72642,8;38582,3;26642,5;47352,3;101,7;333,5;22,1;2859,7;54190,6;0;718,2
2011;Mai;Einfuhr: Wert;Tsd. EUR;79;13412;11189;24680;18536;15534;0;0;0;0;15534;8455;48266;0;97110;20103;11038;33329;113;802;265;794;48535;0;4599
2011;Juni;Ausfuhr: Gewicht;t;0,1;4759;83202,1;87961,2;392,3;1696,5;0;0;0;0;1696,5;1276;2872,2;0;1654,1;4654,1;2708,2;1151,9;0;3013,8;1,6;1550,3;9288,8;0;97,1
2011;Juni;Ausfuhr: Wert;Tsd. EUR;0;2138;17948;20086;1293;1133;0;0;0;0;1133;1095;7037;0;1687;3367;1423;476;0;1373;23;206;7737;0;496
2011;Juni;Einfuhr: Gewicht;t;137,7;57309,6;34294,9;91742,2;3589,2;28734,9;0;0;0;0;28734,9;12005,7;15013,3;0;62216;38499,4;27176,2;38588,7;204,5;409,3;13,5;4670,7;59358,3;0;846,6
2011;Juni;Einfuhr: Wert;Tsd. EUR;41;20061;10950;31052;9189;15550;0;0;0;0;15550;9870;22797;0;68518;21078;10803;25542;172;952;179;691;54429;0;3932
2011;Juli;Ausfuhr: Gewicht;t;0;0;131941,3;131941,3;115,7;976,6;0;0;0;0;976,6;1218,3;2724,5;0;1399,8;3268,8;4893;7178,4;0,4;1759,7;4,2;227,5;4591,5;0;497,2
2011;Juli;Ausfuhr: Wert;Tsd. EUR;0;0;21963;21963;396;752;0;0;0;0;752;1105;6836;0;1510;1839;1595;2648;0;776;61;139;4867;0;865
2011;Juli;Einfuhr: Gewicht;t;36,7;0;54776,4;54813,1;921,3;13577,1;0;0;0;0;13577,1;9859;1502,3;0;62337,8;23967,2;14778,9;37500,6;397,1;821,6;14;1596,1;45580,7;0;3070,6
2011;Juli;Einfuhr: Wert;Tsd. EUR;8;0;15616;15624;2685;8509;0;0;0;0;8509;8776;2929;0;61722;12182;6019;22232;338;1025;141;442;45714;0;4165
2011;August;Ausfuhr: Gewicht;t;17,4;0;151135,4;151152,8;54,2;3028,6;0;0;0;0;3028,6;1820,8;900,2;0;1504,3;2739,5;2268,8;7903,9;0,2;393,3;13,5;85,7;2839,1;0;125,1
2011;August;Ausfuhr: Wert;Tsd. EUR;3;0;17542;17545;258;2389;0;0;0;0;2389;1739;2029;0;1478;967;1004;2717;0;502;161;89;2981;0;338
2011;August;Einfuhr: Gewicht;t;69,7;0;17396;17465,7;273,9;14632,9;0;0;0;0;14632,9;10619;1038,2;0;61682,8;18127,3;11585,8;45968,9;1088,4;1198,7;55,7;1693,4;49651;0;3640,8
2011;August;Einfuhr: Wert;Tsd. EUR;20;0;5729;5749;975;8855;0;0;0;0;8855;9047;2085;0;60393;7212;2887;27258;886;1293;490;338;43123;0;4118
2011;September;Ausfuhr: Gewicht;t;42,5;0;112779,3;112821,8;49,9;3255,3;0;0;0;0;3255,3;1491,1;478,4;0;1549,6;6742,5;2417;2566,5;0,7;1646,7;5,1;1786;2722,2;0;103,5
2011;September;Ausfuhr: Wert;Tsd. EUR;11;0;12933;12944;237;2571;0;0;0;0;2571;1446;1000;0;1798;1846;1047;987;0;877;79;452;2211;0;309
2011;September;Einfuhr: Gewicht;t;36,7;0;19408;19444,7;282;10819,9;0;0;0;0;10819,9;9404,9;943,6;0;58259,3;14711,4;15072,3;44751,9;300,4;319,6;31,9;1372,5;56982,1;0;4108,3
2011;September;Einfuhr: Wert;Tsd. EUR;9;0;5284;5293;997;8129;0;0;0;0;8129;8751;2318;0;63661;5119;3677;26575;252;739;378;354;35651;0;4181
2011;Oktober;Ausfuhr: Gewicht;t;0;0;104102,7;104102,7;31,7;2752,6;0;0;0;0;2752,6;1258,7;184,7;0;1505,6;6616,8;3510,7;857,5;0,2;42,1;3,9;56;5583,9;0;185,3
2011;Oktober;Ausfuhr: Wert;Tsd. EUR;0;0;10758;10758;151;2311;0;0;0;0;2311;1016;422;0;2108;1384;1122;510;0;156;64;61;2660;0;404
2011;Oktober;Einfuhr: Gewicht;t;6,3;0;13859,2;13865,5;245,7;22178,9;0;0;0;0;22178,9;9723,4;927,6;0;54037,5;11596;12201,6;34137,9;93,2;209,5;42,1;1473,8;47630,3;0;2049,8
2011;Oktober;Einfuhr: Wert;Tsd. EUR;3;0;2818;2821;806;15220;0;0;0;0;15220;8894;2539;0;74414;3946;3335;22728;104;640;507;445;26031;0;3823
2011;November;Ausfuhr: Gewicht;t;0;0;50725,5;50725,5;33,6;3330,5;0;0;0;0;3330,5;1748,7;79,3;0;1504;8909,7;2529,9;804,8;0,2;40,6;0,2;44,5;6873,4;0;57,7
2011;November;Ausfuhr: Wert;Tsd. EUR;0;0;4799;4799;131;2427;0;0;0;0;2427;1164;294;0;2002;1544;812;690;0;135;3;50;3773;0;196
2011;November;Einfuhr: Gewicht;t;22,1;0;8389,9;8412;155,2;42012,7;0;0;0;0;42012,7;9829,9;475,9;0;47951,3;14357,2;10993;32527,5;101,3;179,4;11,4;496,7;38894,5;0;454,5
2011;November;Einfuhr: Wert;Tsd. EUR;11;0;3273;3284;555;26905;0;0;0;0;26905;8452;1835;0;64026;4866;3815;25366;110;563;167;496;22078;0;1959
2011;Dezember;Ausfuhr: Gewicht;t;3054,1;0;205833,5;208887,6;71,5;3327;0;0;0;0;3327;1813,5;223,2;0;1781,3;5628;4171,2;1355,5;0;59,7;1,1;92,3;7292,7;0;61,3
2011;Dezember;Ausfuhr: Wert;Tsd. EUR;262;0;19101;19363;308;2161;0;0;0;0;2161;1148;1220;0;2581;870;1058;1033;0;131;15;155;4604;0;295
2011;Dezember;Einfuhr: Gewicht;t;34,5;0;103501;103535,5;359,1;66819,5;0;0;0;0;66819,5;11622,8;1314,6;0;55820,1;11774,7;19074,9;32763,3;14,1;243,2;7,9;863,6;31245,2;0;362,1
2011;Dezember;Einfuhr: Wert;Tsd. EUR;20;0;9949;9969;1188;40051;0;0;0;0;40051;10054;4988;0;78622;5318;6458;26687;24;794;111;1198;23982;0;2507
2012;Januar;Ausfuhr: Gewicht;t;37222,3;3231,2;42338,7;82792,2;43,8;4862,4;0;0;0;0;4862,4;728,7;515,4;10,1;1745,4;3635,6;1175,6;1170,5;1,4;1480,8;0,4;105,2;10670,8;785,5;24,6
2012;Januar;Ausfuhr: Wert;Tsd. EUR;1512;365;4815;6692;173;3054;0;0;0;0;3054;530;2682;13;3114;752;505;992;1;457;5;177;6142;642;251
2012;Januar;Einfuhr: Gewicht;t;10,7;1106,7;16079,7;17197,1;466,4;86815,3;0;0;0;0;86815,3;11567,4;2227;676,9;55912,7;14458,8;16406,5;39039,2;18,7;411,2;9,1;751,6;42334,6;12904;277,4
2012;Januar;Einfuhr: Wert;Tsd. EUR;7;407;4211;4625;1511;50551;0;0;0;0;50551;9049;7352;1489;93923;5975;6497;29431;34;1182;146;1159;33870;10683;2997
2012;Februar;Ausfuhr: Gewicht;t;34304,9;5488,3;84619,2;124412,4;37,9;3721,5;0;0;0;0;3721,5;1276,5;432,6;12,2;1879,9;5788,1;2067,7;1224,1;12,8;66,7;0,2;104,7;13265,1;925,9;90,1
2012;Februar;Ausfuhr: Wert;Tsd. EUR;1250;582;9432;11264;182;2380;0;0;0;0;2380;850;1446;19;3298;1209;712;1478;7;114;2;170;7440;944;329
2012;Februar;Einfuhr: Gewicht;t;30;2263,5;30890,7;33184,2;337,5;76225,8;0;0;0;0;76225,8;11560,8;5009,6;586,8;49854,7;14803,4;29173,1;33439,6;20,7;287,3;11,2;754,2;41701,8;16347,5;297,7
2012;Februar;Einfuhr: Wert;Tsd. EUR;16;1020;5146;6182;1144;43116;0;0;0;0;43116;8310;11226;736;86128;5771;9075;34888;38;1092;187;1178;32305;14418;2003
2012;M�rz;Ausfuhr: Gewicht;t;4199,2;6310,6;110255,6;120765,4;243,1;4234;0;0;0;0;4234;1920,3;1140,8;54,2;2114,9;6188,1;1883,3;1132,5;2,1;372,7;0,3;84,8;14627,2;1947,6;60,7
2012;M�rz;Ausfuhr: Wert;Tsd. EUR;237;660;11679;12576;994;2598;0;0;0;0;2598;997;3006;81;3515;862;830;1366;2;167;4;133;8085;1986;348
2012;M�rz;Einfuhr: Gewicht;t;534,1;17456,6;44751,3;62742;1993,4;68523,6;0;0;0;0;68523,6;11636,2;17613,5;594,6;54897,9;16317,5;26283,7;41975,1;96,7;342,2;2,8;929,8;44567;17650,1;369,4
2012;M�rz;Einfuhr: Wert;Tsd. EUR;187;6810;6744;13741;7231;38927;0;0;0;0;38927;8609;40365;864;100624;7125;9308;45841;133;1345;43;1432;36591;15774;3792
2012;April;Ausfuhr: Gewicht;t;71,3;2255,9;133552;135879,2;1445,3;2988,7;0;0;0;0;2988,7;1052,5;1187,7;349;1728,2;5020,1;2251,2;863,6;1,9;170,2;0,1;139,2;11477,8;2221,1;103
2012;April;Ausfuhr: Wert;Tsd. EUR;14;660;15271;15945;5469;1804;0;0;0;0;1804;699;2562;310;2904;957;1092;724;2;295;2;147;7016;2534;765
2012;April;Einfuhr: Gewicht;t;425,8;19801,4;58806,1;79033,3;8482,1;43093,4;0;0;0;0;43093,4;11565;28682,9;628,4;62206,1;23769,2;27488;45628,6;77,7;449,7;6,2;2005;49374,2;13515,1;504,7
2012;April;Einfuhr: Wert;Tsd. EUR;162;8268;8675;17105;26633;24518;0;0;0;0;24518;8016;55126;715;100471;10396;11053;38729;103;1237;105;1534;37389;12875;4443
2012;Mai;Ausfuhr: Gewicht;t;103,8;8026,7;97197,5;105328;1308,2;2620,5;0;0;0;0;2620,5;694,7;1748,9;522,9;2719,9;4978,7;1837,9;761,4;2,4;81,5;0,2;1157,5;11642,3;2568,4;41
2012;Mai;Ausfuhr: Wert;Tsd. EUR;39;2087;11248;13374;5707;1676;0;0;0;0;1676;546;3664;333;4116;1886;1167;598;3;179;4;420;7154;3116;334
2012;Mai;Einfuhr: Gewicht;t;154,7;48903,3;60434,8;109492,8;7619,1;29667,1;0;0;0;0;29667,1;12769,9;39102,9;515,7;78665,9;29665,9;27468,6;49737,8;189,6;309,2;7,4;1935,8;56568,5;16029,4;857,5
2012;Mai;Einfuhr: Wert;Tsd. EUR;67;16719;9505;26291;21484;18344;0;0;0;0;18344;11089;69524;662;119538;13305;13015;38382;176;1028;112;799;54404;18612;6255
2012;Juni;Ausfuhr: Gewicht;t;2546,9;12433,6;130586,8;145567,3;874,1;1588,1;0;0;0;0;1588,1;664,8;4994,9;439,8;2265,9;4393,9;4708,2;1251,6;3,2;2054,9;1,2;526,5;14947,6;1980,4;92,5
2012;Juni;Ausfuhr: Wert;Tsd. EUR;261;3743;14362;18366;2803;1066;0;0;0;0;1066;743;9674;273;2931;3214;2426;756;4;1197;18;332;9805;2525;651
2012;Juni;Einfuhr: Gewicht;t;315,7;37500,6;84530,7;122347;4723;27820,1;0;0;0;0;27820,1;10365;16328,2;370,2;69609,6;34716,7;34131,7;40426,4;346,1;307,7;10,8;4540,1;46170,6;9207,6;1149,8
2012;Juni;Einfuhr: Wert;Tsd. EUR;72;13838;11491;25401;11740;16046;0;0;0;0;16046;10499;25035;444;92368;14856;15269;31535;320;954;114;868;44590;10538;7669
2012;Juli;Ausfuhr: Gewicht;t;0;0;118486,2;118486,2;77,5;1340,3;0;0;0;0;1340,3;947,4;3728,5;235,5;2794,7;2127,7;4259,8;11597;23,5;3479,8;2,6;1884,9;6154,4;993,2;432,4
2012;Juli;Ausfuhr: Wert;Tsd. EUR;0;0;15005;15005;355;1180;0;0;0;0;1180;1252;7733;183;3148;1204;1712;3919;20;1410;39;449;5148;1337;1015
2012;Juli;Einfuhr: Gewicht;t;52;0;72523,1;72575,1;949;14775,4;0;0;0;0;14775,4;10162,8;2646,5;688,4;71001;22430,6;12998,3;43309,3;560,4;442,4;6,9;1381,8;45251,4;8387,1;2853,8
2012;Juli;Einfuhr: Wert;Tsd. EUR;29;0;18320;18349;3065;9705;0;0;0;0;9705;11828;3979;756;88035;9295;5542;30807;460;1018;79;425;46222;10299;6105
2012;August;Ausfuhr: Gewicht;t;5748,7;0;143317,2;149065,9;43,9;2104;0;0;0;0;2104;2007,4;1646,6;393,2;2141,3;4962,3;4464,8;2379,7;2,3;1378,8;3,5;241,9;4364,2;938,5;145,1
2012;August;Ausfuhr: Wert;Tsd. EUR;488;0;16717;17205;253;1855;0;0;0;0;1855;2495;3678;331;2558;1920;1658;1118;2;1025;51;291;4219;952;662
2012;August;Einfuhr: Gewicht;t;1039;0;54696,1;55735,1;292,3;15398,6;0;0;0;0;15398,6;9254,3;1024,3;560,2;63307,6;21374,2;16774;39073,1;743,3;207,5;30,1;2998,3;45841,6;9477,2;2714,2
2012;August;Einfuhr: Wert;Tsd. EUR;471;0;8390;8861;1163;10512;0;0;0;0;10512;11669;1991;563;79274;8298;6465;25346;612;751;317;543;41137;10490;3819
2012;September;Ausfuhr: Gewicht;t;23651,9;0;253363,9;277015,8;30,6;2143,7;0;0;0;0;2143,7;1339,6;447,6;313,5;1610,9;10118,1;2590;4386;5;2101,5;4;188,8;3446,9;601,5;252,5
2012;September;Ausfuhr: Wert;Tsd. EUR;925;0;32432;33357;221;1998;0;0;0;0;1998;1732;817;271;2040;2190;1124;1399;5;1090;64;228;2612;553;563
2012;September;Einfuhr: Gewicht;t;20,1;0;50784,6;50804,7;241,7;14069,9;0;0;0;0;14069,9;8024,4;1119,1;583,2;56361,9;11142,6;13455,4;34110;173,7;866,9;58,3;947;50378,3;11360,2;3136,7
2012;September;Einfuhr: Wert;Tsd. EUR;15;0;6912;6927;956;9685;0;0;0;0;9685;10414;2318;498;77876;5040;3579;23937;146;1276;613;254;41226;12141;4041
2012;Oktober;Ausfuhr: Gewicht;t;25235,1;0;313591,7;338826,8;40,2;2926;0;0;0;0;2926;583,2;208,1;715,6;2216,6;11445,2;6606,1;1541,2;2,9;1590,3;6,2;410,3;12157,1;1178,8;38
2012;Oktober;Ausfuhr: Wert;Tsd. EUR;1047;0;42784;43831;196;2806;0;0;0;0;2806;763;502;418;3413;2663;1959;1246;3;544;97;549;6144;1070;263
2012;Oktober;Einfuhr: Gewicht;t;68,8;0;111775,9;111844,7;303,2;13920,1;0;0;0;0;13920,1;10421,2;941,5;764,7;52410;14535,4;12756,5;37095,6;229,5;383,7;70,4;260,2;38313,3;14451,6;1613,4
2012;Oktober;Einfuhr: Wert;Tsd. EUR;47;0;15865;15912;1097;11788;0;0;0;0;11788;12501;2138;775;84933;6389;3424;25620;189;1013;830;318;26455;16652;3473
2012;November;Ausfuhr: Gewicht;t;1259,5;0;137663,9;138923,4;58,2;3498,3;0;0;0;0;3498,3;731,2;121,3;210,2;1328,4;5122,7;4573,8;1015,5;0,1;21,1;3,4;354,1;13432,1;1263,6;61,8
2012;November;Ausfuhr: Wert;Tsd. EUR;77;0;22705;22782;244;2559;0;0;0;0;2559;584;482;119;1867;1321;1241;850;0;76;49;136;7899;1195;511
2012;November;Einfuhr: Gewicht;t;29,7;0;52155,6;52185,3;371,4;44817,8;0;0;0;0;44817,8;10821,1;628,9;710;46870,3;12157,5;19940;34357,1;35;215,1;42,3;348,3;23079,3;10714,4;408,7
2012;November;Einfuhr: Wert;Tsd. EUR;19;0;9720;9739;1299;28827;0;0;0;0;28827;11814;2020;713;72441;5963;5146;27338;49;828;553;537;19967;12763;2631
2012;Dezember;Ausfuhr: Gewicht;t;67828,4;0;85270,2;153098,6;137,2;3723,2;0;0;0;0;3723,2;1056,9;355,8;38,1;1773,4;10745,1;4565,2;1252,5;2,6;28,2;2,3;112;6459,2;846,4;83,9
2012;Dezember;Ausfuhr: Wert;Tsd. EUR;3617;0;15636;19253;547;2730;0;0;0;0;2730;856;1398;83;2736;2243;1144;1515;3;103;31;174;4563;919;616
2012;Dezember;Einfuhr: Gewicht;t;25,5;0;17183,6;17209,1;630,1;78547,5;0;0;0;0;78547,5;13287,2;1208,4;850,2;49713,2;12180,7;16280,1;35347,8;34,4;598,4;30,9;803,6;34865,7;12413,2;510,6
2012;Dezember;Einfuhr: Wert;Tsd. EUR;21;0;6111;6132;2327;50494;0;0;0;0;50494;13412;4347;1011;76452;7530;7259;36346;47;1307;466;1364;33712;15067;3628
2013;Januar;Ausfuhr: Gewicht;t;27019,8;2001,7;233835,8;262857,3;105,4;4913,5;0;0;0;0;4913,5;1020,1;412,7;115,6;2281,6;7950,8;3171,6;1696,8;2;42,4;0,2;143,2;14070,7;499,1;53,7
2013;Januar;Ausfuhr: Wert;Tsd. EUR;1579;415;42859;44853;424;3585;0;0;0;0;3585;951;1834;182;3541;1721;1043;1739;2;120;2;203;9457;643;306
2013;Januar;Einfuhr: Gewicht;t;141,9;520,5;87622,7;88285,1;309,8;82450;0;0;0;0;82450;12009,1;1247,2;1469,5;50628,7;14415,7;25761,2;33544,6;29,1;345;10,1;694,2;29283,1;10719,1;326,2
2013;Januar;Einfuhr: Wert;Tsd. EUR;39;374;17922;18335;1071;50394;0;0;0;0;50394;12954;4618;1596;81569;7650;8412;36408;36;943;159;1279;27482;13098;1992
2013;Februar;Ausfuhr: Gewicht;t;5469,6;6898,4;125208,6;137576,6;34,4;4613,2;0;0;0;0;4613,2;2146,9;450,2;96,4;1890,6;13202,6;3927,2;1426,4;2,7;137,8;0,3;92,7;11997,9;1107;58,6
2013;Februar;Ausfuhr: Wert;Tsd. EUR;347;1220;23941;25508;169;3295;0;0;0;0;3295;1913;1186;155;2937;2701;1011;1779;3;135;3;163;8432;1456;385
2013;Februar;Einfuhr: Gewicht;t;33,7;3703;25459,5;29196,2;423,5;101416,1;0;0;0;0;101416,1;11428,4;4896;805,4;54842,4;12881,5;22108,5;37566,9;24,8;418,7;14,3;875;45958,1;12215,2;393,7
2013;Februar;Einfuhr: Wert;Tsd. EUR;21;1882;7357;9260;1516;58839;0;0;0;0;58839;10780;11156;1038;91176;7679;8299;43289;36;1352;166;1513;40255;15902;3723
2013;M�rz;Ausfuhr: Gewicht;t;13870,1;7358,1;161682;182910,2;421,2;5989,8;0;0;0;0;5989,8;839,7;624,4;116,1;2433,4;13370,4;2983,1;1522;1,3;97,9;0,3;74,7;14808,9;3469,1;93,8
2013;M�rz;Ausfuhr: Wert;Tsd. EUR;1063;1599;30733;33395;1940;4189;0;0;0;0;4189;712;1443;195;4203;2671;1051;1806;2;120;5;108;10557;2714;561
2013;M�rz;Einfuhr: Gewicht;t;35,2;21671,2;67328,2;89034,6;1827,5;84087;0;0;0;0;84087;12590,6;13969,5;940,6;62990,4;17842,7;30294,2;42570;58,1;494,9;4,1;1033,3;47896,2;13580,1;539,6
2013;M�rz;Einfuhr: Wert;Tsd. EUR;25;10083;18458;28566;7657;51981;0;0;0;0;51981;12282;29528;1153;107500;10692;12381;47871;79;1371;53;1726;41846;18100;4218
2013;April;Ausfuhr: Gewicht;t;48,7;6414,3;158885,2;165348,2;693,2;4076;0;0;0;0;4076;951,2;761,1;217,9;2325,6;5855,2;5110;1208,4;1,2;565,3;0,2;129,5;13098,5;2835,2;64,2
2013;April;Ausfuhr: Wert;Tsd. EUR;24;1110;30871;32005;3356;2783;0;0;0;0;2783;844;1322;295;4120;1717;1588;1043;2;157;3;187;9848;3629;510
2013;April;Einfuhr: Gewicht;t;92,6;16147,7;54585,7;70826;6018,3;52454,7;0;0;0;0;52454,7;11902,7;27693,3;736,6;61718,7;21543,3;31893,9;43173,7;24,1;361,3;13,8;870,9;53941,6;15296,4;839,5
2013;April;Einfuhr: Wert;Tsd. EUR;55;7396;18644;26095;21973;34162;0;0;0;0;34162;11927;52401;906;109102;12051;12667;35790;33;1071;194;1318;42288;18818;6821
2013;Mai;Ausfuhr: Gewicht;t;1377,6;4090,6;141530;146998,2;1400,3;3427,5;0;0;0;0;3427,5;665,6;1496,7;852;2533,2;8539,7;2585,8;916,1;0,1;18,7;0,1;739,3;12612,4;3901,3;139,6
2013;Mai;Ausfuhr: Wert;Tsd. EUR;213;1694;28473;30380;7058;2407;0;0;0;0;2407;709;2881;600;3956;3515;1694;698;0;64;2;220;10081;5040;858
2013;Mai;Einfuhr: Gewicht;t;212,8;34328,1;66499,2;101040,1;8709,3;42099,7;0;0;0;0;42099,7;11436,3;32762,4;781;71970,4;32486,7;36788,6;44824,5;155,9;334;6,8;1993;57154,7;16443,1;1363,8
2013;Mai;Einfuhr: Wert;Tsd. EUR;100;18870;21874;40844;28290;26463;0;0;0;0;26463;13391;58244;986;111763;17912;19094;37495;138;1077;115;975;53869;22222;9375
2013;Juni;Ausfuhr: Gewicht;t;39,3;9899,3;138710,8;148649,4;902,7;1516;0;0;0;0;1516;830,9;2318,2;343,7;1909,8;4682,8;2720,9;1633,4;0,2;484,3;1,4;1241;6602,7;1939,4;237,1
2013;Juni;Ausfuhr: Wert;Tsd. EUR;7;3768;28096;31871;3359;1086;0;0;0;0;1086;908;4828;234;2495;3121;2149;1145;0;632;18;254;6561;2618;1181
2013;Juni;Einfuhr: Gewicht;t;114,8;52520,5;80232,4;132867,7;4678,2;29184,6;0;0;0;0;29184,6;11149,6;22269,2;739,8;76704,2;31756,6;32085,7;44908;130,6;374,2;8,5;3523,5;47394;11652,5;1712,2
2013;Juni;Einfuhr: Wert;Tsd. EUR;44;31554;28703;60301;12963;17996;0;0;0;0;17996;14421;45110;848;94916;17807;17727;36997;144;1210;106;904;56014;15769;9335
2013;Juli;Ausfuhr: Gewicht;t;20;0;141436,3;141456,3;55,1;2201,9;0;0;0;0;2201,9;1539;4918;42;1886;4053,9;2464,6;5850,3;0,9;4530,8;1,5;1752,9;6596,3;1343,2;365,7
2013;Juli;Ausfuhr: Wert;Tsd. EUR;5;0;31751;31756;322;1870;0;0;0;0;1870;1763;8732;78;2471;2785;1394;2384;1;1960;22;410;6781;1853;948
2013;Juli;Einfuhr: Gewicht;t;40,9;0;99398,9;99439,8;931,6;16704,6;0;0;0;0;16704,6;10234,6;4778,4;567,5;78137,4;21771,9;18891,5;43671,4;781,4;340,8;28,1;1005,3;40570,9;8439,1;3320,6
2013;Juli;Einfuhr: Wert;Tsd. EUR;25;0;36944;36969;2878;11879;0;0;0;0;11879;13884;8930;740;87878;11509;13043;35371;686;973;272;487;52924;11318;8119
2013;August;Ausfuhr: Gewicht;t;23,7;0;191636,1;191659,8;22,9;2687;0;0;0;0;2687;2444,9;1030,6;381,2;1546,3;3610,3;3246,2;11544,3;0,3;1773,3;4,1;151;4111,7;888;197,1
2013;August;Ausfuhr: Wert;Tsd. EUR;9;0;31492;31501;157;2165;0;0;0;0;2165;2534;2206;259;1767;1802;1523;4084;0;895;45;192;4350;977;677
2013;August;Einfuhr: Gewicht;t;22,1;0;80306,8;80328,9;257,5;9376,3;0;0;0;0;9376,3;11372,1;1580;634,3;78149,6;23985,6;12161,2;43800,5;717;357,8;36,5;2534,8;39165,1;9354,8;2728,5
2013;August;Einfuhr: Wert;Tsd. EUR;14;0;23057;23071;1151;7997;0;0;0;0;7997;15214;2890;753;80815;11746;5910;34689;614;910;260;603;46850;10380;5059
2013;September;Ausfuhr: Gewicht;t;2905,4;0;252364;255269,4;29,1;4457,9;0;0;0;0;4457,9;1696,7;752,5;616;1737,7;3433,9;2263,4;6224;0,9;2181,8;15,8;88,6;1676,7;1037,9;84,9
2013;September;Ausfuhr: Wert;Tsd. EUR;586;0;35614;36200;165;3668;0;0;0;0;3668;2303;1907;456;1853;1452;1236;2228;1;1325;205;120;1967;784;326
2013;September;Einfuhr: Gewicht;t;22,5;0;76758,5;76781;138,5;18162,6;0;0;0;0;18162,6;8838,7;897,8;734;53489,9;13290;10807;30723;209,6;500,4;128,5;493,4;41009,5;12013,4;3527,3
2013;September;Einfuhr: Wert;Tsd. EUR;16;0;13320;13336;636;12452;0;0;0;0;12452;12749;2008;583;56982;6357;3777;23757;178;991;865;380;35259;12260;6998
2013;Oktober;Ausfuhr: Gewicht;t;6305,7;0;85486,1;91791,8;20,2;2153,6;0;0;0;0;2153,6;838,2;159,9;879,1;1571,4;4121,5;3740,9;2454;0,2;1603,3;11,1;422,6;3442,6;715,2;104,6
2013;Oktober;Ausfuhr: Wert;Tsd. EUR;1138;0;14446;15584;106;2065;0;0;0;0;2065;801;562;624;2129;1442;1244;1233;0;610;149;156;2536;690;814
